gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;p_passage_en_l2_1_an;redoublement_en_l1;p_redoublement_en_l1;passage_en_l2_2_ans;p_passage_en_l2_2_ans;passage_en_l2_1_2_ans;p_passage_en_l2_1_2_ans;reorientation_en_dut_1_an;p_reorientation_en_dut_1_an;reorientation_en_dut_2_ans;p_reorientation_en_dut_2_ans;reorientation_en_dut;p_reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;p_reussite_3_ans;reussite_4_ans;p_reussite_4_ans;reussite_3_4_ans;p_reussite_3_4_ans
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;183.0;145.0;79.23;21.0;11.47;17.0;9.28;162.0;88.52;4.0;2.18;0.0;0.0;4.0;2.18;2012;129.0;98.0;75.96;7.0;5.42;105.0;81.39
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;131.0;70.0;53.43;21.0;16.03;10.0;7.63;80.0;61.06;3.0;2.29;2.0;1.52;5.0;3.81;2012;78.0;20.0;25.64;10.0;12.82;30.0;38.46
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;3.0;2.0;;1.0;;1.0;;3.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;56.0;26.0;46.42;12.0;21.42;2.0;3.5700000000000003;28.0;50.0;2.0;3.5700000000000003;2.0;3.5700000000000003;4.0;7.14;2012;27.0;12.0;;2.0;;14.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;763.0;87.0;11.4;372.0;48.75;110.0;14.41;197.0;25.81;9.0;1.17;6.0;0.78;15.0;1.96;2012;510.0;51.0;10.0;52.0;10.19;103.0;20.19
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;702.0;55.0;7.83;234.0;33.33;48.0;6.83;103.0;14.67;18.0;2.56;2.0;0.28;20.0;2.84;2012;877.0;34.0;3.87;50.0;5.7;84.0;9.57
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;8.0;0.0;;3.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;20.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;2766.0;1208.0;43.67;913.0;33.0;488.0;17.64;1696.0;61.31;83.0;3.0;25.0;0.9;108.0;3.9;2012;2342.0;658.0;28.09;395.0;16.86;1053.0;44.96
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;69.0;1.0;1.44;21.0;30.43;2.0;2.89;3.0;4.34;1.0;1.44;0.0;0.0;1.0;1.44;2012;61.0;0.0;0.0;1.0;1.63;1.0;1.63
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;A;Très bien;2014;117.0;107.0;91.45;7.0;5.98;7.0;5.98;114.0;97.43;1.0;0.85;2.0;1.7000000000000002;3.0;2.56;2012;86.0;67.0;77.9;4.0;4.65;71.0;82.55
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;D;Passable premier groupe;2014;675.0;255.0;37.77;291.0;43.11;160.0;23.7;415.0;61.48;16.0;2.37;7.0;1.03;23.0;3.4;2012;798.0;172.0;21.55;160.0;20.05;332.0;41.6
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;B;Bien;2014;626.0;555.0;88.65;35.0;5.59;31.0;4.95;586.0;93.61;8.0;1.27;1.0;0.15;9.0;1.43;2012;615.0;502.0;81.62;48.0;7.8;550.0;89.43
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;2;Femme;Q;Inconnue;2014;33.0;1.0;3.03;10.0;30.3;2.0;6.06;3.0;9.09;0.0;0.0;0.0;0.0;0.0;0.0;2012;52.0;3.0;5.76;4.0;7.69;7.0;13.46
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;1;Homme;D;Passable premier groupe;2014;108.0;4.0;3.7;45.0;41.66;9.0;8.33;13.0;12.03;1.0;0.92;0.0;0.0;1.0;0.92;2012;80.0;2.0;2.5;4.0;5.0;6.0;7.5
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;2;Femme;Q;Inconnue;2014;86.0;40.0;46.51;18.0;20.93;11.0;12.79;51.0;59.3;1.0;1.16;0.0;0.0;1.0;1.16;2012;164.0;44.0;26.82;28.0;17.07;72.0;43.9
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;B;Bien;2014;146.0;127.0;86.98;6.0;4.1;8.0;5.47;135.0;92.46;2.0;1.3599999999999999;0.0;0.0;2.0;1.3599999999999999;2012;167.0;116.0;69.46;6.0;3.59;122.0;73.05
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;B;Bien;2014;177.0;145.0;81.92;5.0;2.8200000000000003;6.0;3.38;151.0;85.31;1.0;0.56;0.0;0.0;1.0;0.56;2012;174.0;117.0;67.24;12.0;6.89;129.0;74.13
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;2;Femme;D;Passable premier groupe;2014;291.0;0.0;0.0;116.0;39.86;1.0;0.34;1.0;0.34;1.0;0.34;2.0;0.68;3.0;1.03;2012;420.0;1.0;0.23;4.0;0.9500000000000001;5.0;1.19
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;328.0;54.0;16.46;124.0;37.8;42.0;12.8;96.0;29.26;9.0;2.74;2.0;0.6000000000000001;11.0;3.35;2012;332.0;40.0;12.04;38.0;11.44;78.0;23.49
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;Q;Inconnue;2014;12.0;9.0;;0.0;;0.0;;9.0;;0.0;;0.0;;0.0;;2012;18.0;10.0;;1.0;;11.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;77.0;20.0;25.97;15.0;19.48;11.0;14.28;31.0;40.25;3.0;3.89;0.0;0.0;3.0;3.89;2012;50.0;10.0;20.0;3.0;6.0;13.0;26.0
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;1;Homme;Q;Inconnue;2014;45.0;8.0;17.77;14.0;31.11;6.0;13.33;14.0;31.11;0.0;0.0;0.0;0.0;0.0;0.0;2012;43.0;2.0;4.65;3.0;6.97;5.0;11.62
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;265.0;154.0;58.11;55.0;20.75;30.0;11.32;184.0;69.43;7.0;2.64;0.0;0.0;7.0;2.64;2012;318.0;138.0;43.39;49.0;15.4;187.0;58.8
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;2;Femme;A;Très bien;2014;387.0;328.0;84.75;21.0;5.42;21.0;5.42;349.0;90.18;3.0;0.77;0.0;0.0;3.0;0.77;2012;197.0;134.0;68.02;15.0;7.61;149.0;75.63
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;649.0;212.0;32.66;115.0;17.71;48.0;7.39;260.0;40.06;10.0;1.54;1.0;0.15;11.0;1.69;2012;356.0;90.0;25.28;29.0;8.14;119.0;33.42
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;A;Très bien;2014;15.0;11.0;;2.0;;2.0;;13.0;;0.0;;0.0;;0.0;;2012;5.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;2;Femme;A;Très bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;B;Bien;2014;319.0;248.0;77.74;30.0;9.4;18.0;5.64;266.0;83.38;6.0;1.88;5.0;1.56;11.0;3.44;2012;216.0;134.0;62.03;23.0;10.64;157.0;72.68
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;1160.0;723.0;62.32;212.0;18.27;154.0;13.27;877.0;75.6;30.0;2.58;8.0;0.68;38.0;3.27;2012;975.0;464.0;47.58;163.0;16.71;627.0;64.3
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;5.0;0.0;;2.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;13.0;0.0;;3.0;;3.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;5.0;1.0;;3.0;;1.0;;2.0;;1.0;;0.0;;1.0;;2012;4.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;99.0;50.0;50.5;27.0;27.27;19.0;19.19;69.0;69.69;2.0;2.02;0.0;0.0;2.0;2.02;2012;95.0;34.0;35.78;21.0;22.1;55.0;57.89
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;1644.0;1064.0;64.72;316.0;19.22;216.0;13.13;1280.0;77.85;65.0;3.95;33.0;2.0;98.0;5.96;2012;1361.0;439.0;32.25;212.0;15.57;651.0;47.83
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;1089.0;139.0;12.76;554.0;50.87;194.0;17.81;333.0;30.57;64.0;5.87;18.0;1.65;82.0;7.52;2012;698.0;48.0;6.87;77.0;11.03;125.0;17.9
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;A;Très bien;2014;4.0;0.0;;3.0;;3.0;;3.0;;0.0;;0.0;;0.0;;2012;2.0;2.0;;0.0;;2.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;2;Femme;A;Très bien;2014;6.0;5.0;;1.0;;1.0;;6.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;596.0;398.0;66.77;85.0;14.26;65.0;10.9;463.0;77.68;16.0;2.68;4.0;0.67;20.0;3.35;2012;600.0;267.0;44.5;104.0;17.33;371.0;61.83
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;11.0;0.0;;3.0;;0.0;;0.0;;1.0;;0.0;;1.0;;2012;5.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;B;Bien;2014;48.0;11.0;22.91;9.0;18.75;1.0;2.08;12.0;25.0;0.0;0.0;1.0;2.08;1.0;2.08;2012;10.0;1.0;;3.0;;4.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;18.0;0.0;;7.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;7.0;0.0;;0.0;;0.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;30.0;3.0;10.0;14.0;46.66;4.0;13.33;7.0;23.33;0.0;0.0;1.0;3.33;1.0;3.33;2012;49.0;5.0;10.2;7.0;14.28;12.0;24.48
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;648.0;108.0;16.66;304.0;46.91;90.0;13.88;198.0;30.55;10.0;1.54;4.0;0.61;14.0;2.16;2012;568.0;69.0;12.14;68.0;11.97;137.0;24.11
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;947.0;318.0;33.57;386.0;40.76;180.0;19.0;498.0;52.58;14.0;1.47;6.0;0.63;20.0;2.11;2012;716.0;120.0;16.75;125.0;17.45;245.0;34.21
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;653.0;87.0;13.32;257.0;39.35;78.0;11.94;165.0;25.26;11.0;1.6800000000000002;6.0;0.91;17.0;2.6;2012;669.0;41.0;6.12;52.0;7.77;93.0;13.9
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;Ensemble;Ensemble;A;Très bien;2014;82.0;65.0;79.26;5.0;6.09;3.0;3.65;68.0;82.92;4.0;4.87;0.0;0.0;4.0;4.87;2012;42.0;31.0;73.8;4.0;9.52;35.0;83.33
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;53.0;33.0;62.26;12.0;22.64;8.0;15.09;41.0;77.35;3.0;5.66;0.0;0.0;3.0;5.66;2012;25.0;13.0;;2.0;;15.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;Ensemble;Ensemble;Q;Inconnue;2014;23.0;6.0;;10.0;;3.0;;9.0;;0.0;;0.0;;0.0;;2012;45.0;8.0;17.77;3.0;6.66;11.0;24.44
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;77.0;29.0;37.66;19.0;24.67;11.0;14.28;40.0;51.94;2.0;2.59;0.0;0.0;2.0;2.59;2012;87.0;26.0;29.88;9.0;10.34;35.0;40.22
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;Ensemble;Ensemble;P;Passable deuxième groupe;2014;1415.0;256.0;18.09;592.0;41.83;203.0;14.34;459.0;32.43;11.0;0.77;8.0;0.56;19.0;1.34;2012;1326.0;144.0;10.85;164.0;12.36;308.0;23.22
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;A;Très bien;2014;40.0;29.0;72.5;6.0;15.0;7.0;17.5;36.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;11.0;8.0;;1.0;;9.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;880.0;351.0;39.88;241.0;27.38;127.0;14.43;478.0;54.31;13.0;1.47;3.0;0.34;16.0;1.81;2012;737.0;231.0;31.34;115.0;15.6;346.0;46.94
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;1342.0;650.0;48.43;283.0;21.08;141.0;10.5;791.0;58.94;17.0;1.26;5.0;0.37;22.0;1.63;2012;1124.0;454.0;40.39;128.0;11.38;582.0;51.77
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;Ensemble;Ensemble;Q;Inconnue;2014;157.0;62.0;39.49;37.0;23.56;21.0;13.37;83.0;52.86;0.0;0.0;1.0;0.63;1.0;0.63;2012;131.0;34.0;25.95;18.0;13.74;52.0;39.69
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;Q;Inconnue;2014;76.0;14.0;18.42;29.0;38.15;9.0;11.84;23.0;30.26;0.0;0.0;0.0;0.0;0.0;0.0;2012;61.0;3.0;4.91;6.0;9.83;9.0;14.75
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;166.0;17.0;10.24;62.0;37.34;9.0;5.42;26.0;15.66;3.0;1.8;2.0;1.2;5.0;3.01;2012;318.0;14.0;4.4;31.0;9.74;45.0;14.15
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;2322.0;1026.0;44.18;539.0;23.21;251.0;10.8;1277.0;54.99;70.0;3.01;4.0;0.17;74.0;3.18;2012;1876.0;693.0;36.94;253.0;13.48;946.0;50.42
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;Ensemble;Ensemble;2014;296.0;52.0;17.56;127.0;42.9;21.0;7.09;73.0;24.66;5.0;1.6800000000000002;0.0;0.0;5.0;1.6800000000000002;2012;355.0;39.0;10.98;24.0;6.76;63.0;17.74
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;14057.0;8189.0;58.25;2544.0;18.09;1388.0;9.87;9577.0;68.12;171.0;1.21;53.0;0.37;224.0;1.5899999999999999;2012;11697.0;5384.0;46.02;1401.0;11.97;6785.0;58.0
SANTE;Santé;11;Médecine;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;10.0;7.0;;2.0;;1.0;;8.0;;0.0;;0.0;;0.0;;2012;11.0;7.0;;2.0;;9.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;Ensemble;Ensemble;2014;4204.0;2015.0;47.93;998.0;23.73;552.0;13.13;2567.0;61.06;94.0;2.23;31.0;0.73;125.0;2.9699999999999998;2012;3211.0;1106.0;34.44;503.0;15.66;1609.0;50.1
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;400.0;175.0;43.75;83.0;20.75;39.0;9.75;214.0;53.5;19.0;4.75;2.0;0.5;21.0;5.25;2012;260.0;103.0;39.61;55.0;21.15;158.0;60.76
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;697.0;177.0;25.39;260.0;37.3;106.0;15.2;283.0;40.6;32.0;4.59;7.0;1.0;39.0;5.59;2012;568.0;114.0;20.07;80.0;14.08;194.0;34.15
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;1;Homme;B;Bien;2014;16.0;10.0;;5.0;;3.0;;13.0;;1.0;;0.0;;1.0;;2012;8.0;2.0;;2.0;;4.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;;;;;;;;;;;;;;;;2012;1.0;1.0;;0.0;;1.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;5.0;1.0;;4.0;;2.0;;3.0;;0.0;;0.0;;0.0;;2012;3.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;622.0;323.0;51.92;134.0;21.54;74.0;11.89;397.0;63.82;7.0;1.12;2.0;0.32;9.0;1.44;2012;561.0;223.0;39.75;64.0;11.4;287.0;51.15
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;24.0;7.0;;6.0;;7.0;;14.0;;0.0;;0.0;;0.0;;2012;21.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;A;Très bien;2014;20.0;12.0;;4.0;;6.0;;18.0;;0.0;;0.0;;0.0;;2012;9.0;6.0;;1.0;;7.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;3983.0;2344.0;58.85;739.0;18.55;479.0;12.02;2823.0;70.87;66.0;1.65;17.0;0.42;83.0;2.08;2012;3408.0;1731.0;50.79;536.0;15.72;2267.0;66.51
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;B;Bien;2014;148.0;91.0;61.48;25.0;16.89;12.0;8.1;103.0;69.59;3.0;2.02;1.0;0.67;4.0;2.7;2012;92.0;45.0;48.91;21.0;22.82;66.0;71.73
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;;;;;;;;;;;;;;;;2012;2.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;689.0;161.0;23.36;274.0;39.76;98.0;14.22;259.0;37.59;10.0;1.45;7.0;1.01;17.0;2.46;2012;576.0;85.0;14.75;66.0;11.45;151.0;26.21
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;480.0;79.0;16.45;198.0;41.25;50.0;10.41;129.0;26.87;6.0;1.25;3.0;0.62;9.0;1.87;2012;545.0;57.0;10.45;47.0;8.62;104.0;19.08
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;129.0;82.0;63.56;27.0;20.93;22.0;17.05;104.0;80.62;1.0;0.77;2.0;1.55;3.0;2.32;2012;84.0;46.0;54.76;15.0;17.85;61.0;72.61
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;Ensemble;Ensemble;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;28.0;6.0;;9.0;;3.0;;9.0;;0.0;;0.0;;0.0;;2012;30.0;2.0;6.66;5.0;16.66;7.0;23.33
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;67.0;5.0;7.46;29.0;43.28;5.0;7.46;10.0;14.92;2.0;2.98;0.0;0.0;2.0;2.98;2012;114.0;1.0;0.87;8.0;7.01;9.0;7.89
LLSH;Lettres, langues et sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;Ensemble;Ensemble;B;Bien;2014;5.0;4.0;;0.0;;0.0;;4.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;117.0;50.0;42.73;33.0;28.2;13.0;11.11;63.0;53.84;1.0;0.85;0.0;0.0;1.0;0.85;2012;141.0;31.0;21.98;17.0;12.05;48.0;34.04
