gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;p_passage_en_l2_1_an;redoublement_en_l1;p_redoublement_en_l1;passage_en_l2_2_ans;p_passage_en_l2_2_ans;passage_en_l2_1_2_ans;p_passage_en_l2_1_2_ans;reorientation_en_dut_1_an;p_reorientation_en_dut_1_an;reorientation_en_dut_2_ans;p_reorientation_en_dut_2_ans;reorientation_en_dut;p_reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;p_reussite_3_ans;reussite_4_ans;p_reussite_4_ans;reussite_3_4_ans;p_reussite_3_4_ans
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;2.0;0.0;;0.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;2.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;A;Très bien;2014;4.0;3.0;;1.0;;1.0;;4.0;;0.0;;0.0;;0.0;;2012;5.0;3.0;;0.0;;3.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;A;Très bien;2014;6.0;5.0;;1.0;;0.0;;5.0;;0.0;;0.0;;0.0;;2012;3.0;1.0;;1.0;;2.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;182.0;66.0;36.26;53.0;29.12;16.0;8.79;82.0;45.05;6.0;3.29;1.0;0.54;7.0;3.84;2012;218.0;52.0;23.85;27.0;12.38;79.0;36.23
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;6208.0;3274.0;52.73;1414.0;22.77;715.0;11.51;3989.0;64.25;40.0;0.64;24.0;0.38;64.0;1.03;2012;6022.0;2240.0;37.19;747.0;12.4;2987.0;49.6
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;43.0;1.0;2.32;15.0;34.88;0.0;0.0;1.0;2.32;1.0;2.32;0.0;0.0;1.0;2.32;2012;73.0;2.0;2.73;5.0;6.84;7.0;9.58
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;1664.0;324.0;19.47;724.0;43.5;229.0;13.76;553.0;33.23;20.0;1.2;7.0;0.42;27.0;1.62;2012;1071.0;153.0;14.28;110.0;10.27;263.0;24.55
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;932.0;643.0;68.99;212.0;22.74;153.0;16.41;796.0;85.4;7.0;0.75;6.0;0.64;13.0;1.3900000000000001;2012;628.0;364.0;57.96;129.0;20.54;493.0;78.5
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;316.0;221.0;69.93;56.0;17.72;41.0;12.97;262.0;82.91;5.0;1.58;0.0;0.0;5.0;1.58;2012;292.0;153.0;52.39;42.0;14.38;195.0;66.78
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;55.0;2.0;3.63;21.0;38.18;3.0;5.45;5.0;9.09;0.0;0.0;0.0;0.0;0.0;0.0;2012;72.0;2.0;2.77;2.0;2.77;4.0;5.55
LLSH;Lettres, langues et sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;575.0;183.0;31.82;216.0;37.56;74.0;12.86;257.0;44.69;0.0;0.0;2.0;0.34;2.0;0.34;2012;759.0;145.0;19.1;73.0;9.61;218.0;28.72
LLSH;Lettres, langues et sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;Ensemble;Ensemble;A;Très bien;2014;;;;;;;;;;;;;;;;2012;1.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;9.0;2.0;;4.0;;1.0;;3.0;;0.0;;0.0;;0.0;;2012;9.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;A;Très bien;2014;24.0;17.0;;4.0;;4.0;;21.0;;0.0;;0.0;;0.0;;2012;17.0;11.0;;2.0;;13.0;
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;D;Passable premier groupe;2014;285.0;46.0;16.14;122.0;42.8;63.0;22.1;109.0;38.24;19.0;6.66;1.0;0.35000000000000003;20.0;7.01;2012;237.0;37.0;15.61;51.0;21.51;88.0;37.13
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;Ensemble;Ensemble;P;Passable deuxième groupe;2014;19.0;0.0;;9.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;25.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;Ensemble;Ensemble;A;Très bien;2014;32.0;18.0;56.25;4.0;12.5;2.0;6.25;20.0;62.5;2.0;6.25;0.0;0.0;2.0;6.25;2012;18.0;10.0;;1.0;;11.0;
SI;Sciences et sciences de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;Ensemble;Ensemble;Q;Inconnue;2014;70.0;14.0;20.0;22.0;31.42;10.0;14.28;24.0;34.28;0.0;0.0;1.0;1.42;1.0;1.42;2012;64.0;5.0;7.8100000000000005;10.0;15.62;15.0;23.43
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;16.0;8.0;;3.0;;1.0;;9.0;;0.0;;0.0;;0.0;;2012;10.0;2.0;;1.0;;3.0;
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;3.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;1.0;;2.0;
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;C;Assez bien;2014;23.0;4.0;;9.0;;2.0;;6.0;;0.0;;0.0;;0.0;;2012;18.0;4.0;;4.0;;8.0;
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;34.0;0.0;0.0;16.0;47.05;1.0;2.94;1.0;2.94;0.0;0.0;0.0;0.0;0.0;0.0;2012;80.0;2.0;2.5;0.0;0.0;2.0;2.5
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;21.0;14.0;;4.0;;2.0;;16.0;;0.0;;0.0;;0.0;;2012;10.0;5.0;;0.0;;5.0;
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;1;Homme;Ensemble;Ensemble;2014;162.0;46.0;28.39;75.0;46.29;25.0;15.43;71.0;43.82;2.0;1.23;0.0;0.0;2.0;1.23;2012;249.0;38.0;15.26;24.0;9.63;62.0;24.89
DSA;Droit, gestion, économie, AES;Ensemble;Ensemble;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;1429.0;110.0;7.69;520.0;36.38;120.0;8.39;230.0;16.09;44.0;3.07;5.0;0.34;49.0;3.42;2012;1046.0;58.0;5.54;85.0;8.12;143.0;13.67
LLSH;Lettres, langues et sciences humaines;Ensemble;Ensemble;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;599.0;124.0;20.7;181.0;30.21;60.0;10.01;184.0;30.71;12.0;2.0;4.0;0.66;16.0;2.67;2012;327.0;42.0;12.84;33.0;10.09;75.0;22.93
STAPS;STAPS;Ensemble;Ensemble;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;1;Homme;Ensemble;Ensemble;2014;1802.0;723.0;40.12;652.0;36.18;306.0;16.98;1029.0;57.1;30.0;1.6600000000000001;13.0;0.72;43.0;2.38;2012;1475.0;460.0;31.18;271.0;18.37;731.0;49.55
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;4.0;3.0;;0.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;20.0;1.0;;6.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;28.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;4.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;7.0;0.0;;2.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;8.0;0.0;;5.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;21.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;17.0;0.0;;8.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;32.0;0.0;0.0;0.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;9.0;5.0;;0.0;;0.0;;5.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;147.0;29.0;19.72;52.0;35.37;16.0;10.88;45.0;30.61;3.0;2.04;2.0;1.3599999999999999;5.0;3.4;2012;108.0;7.0;6.48;10.0;9.25;17.0;15.74
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;47.0;4.0;8.51;20.0;42.55;7.0;14.89;11.0;23.4;0.0;0.0;0.0;0.0;0.0;0.0;2012;90.0;2.0;2.22;7.0;7.77;9.0;10.0
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;253.0;192.0;75.88;24.0;9.48;17.0;6.71;209.0;82.6;3.0;1.18;1.0;0.39;4.0;1.58;2012;219.0;157.0;71.68;19.0;8.67;176.0;80.36
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;7.0;4.0;;1.0;;1.0;;5.0;;0.0;;0.0;;0.0;;2012;2.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;10.0;1.0;;4.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;1.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;1;Homme;A;Très bien;2014;3.0;3.0;;0.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;1.0;;1.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;282.0;82.0;29.07;103.0;36.52;39.0;13.82;121.0;42.9;1.0;0.35000000000000003;0.0;0.0;1.0;0.35000000000000003;2012;345.0;54.0;15.65;38.0;11.01;92.0;26.66
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;133.0;54.0;40.6;37.0;27.81;15.0;11.27;69.0;51.87;0.0;0.0;0.0;0.0;0.0;0.0;2012;183.0;37.0;20.21;25.0;13.66;62.0;33.87
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;64.0;0.0;0.0;31.0;48.43;5.0;7.8100000000000005;5.0;7.8100000000000005;1.0;1.56;2.0;3.12;3.0;4.68;2012;88.0;1.0;1.13;7.0;7.95;8.0;9.09
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;2.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;42.0;24.0;57.14;2.0;4.76;2.0;4.76;26.0;61.9;2.0;4.76;0.0;0.0;2.0;4.76;2012;23.0;12.0;;1.0;;13.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;70.0;23.0;32.85;11.0;15.71;3.0;4.28;26.0;37.14;0.0;0.0;0.0;0.0;0.0;0.0;2012;48.0;14.0;29.16;4.0;8.33;18.0;37.5
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;8.0;2.0;;2.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;6.0;0.0;;1.0;;1.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;12.0;7.0;;3.0;;3.0;;10.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;2.0;1.0;;1.0;;2.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;2.0;0.0;;0.0;;0.0;
SANTE;Santé;11;Médecine;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;4.0;4.0;;0.0;;0.0;;4.0;;0.0;;0.0;;0.0;;2012;8.0;6.0;;0.0;;6.0;
SANTE;Santé;11;Médecine;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;2.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;3.0;2.0;;1.0;;3.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;14.0;0.0;;5.0;;3.0;;3.0;;0.0;;0.0;;0.0;;2012;15.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;59.0;20.0;33.89;24.0;40.67;20.0;33.89;40.0;67.79;6.0;10.16;1.0;1.69;7.0;11.86;2012;47.0;9.0;19.14;9.0;19.14;18.0;38.29
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;3.0;0.0;;1.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;2.0;2.0;;0.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;19.0;8.0;;5.0;;4.0;;12.0;;2.0;;0.0;;2.0;;2012;27.0;3.0;;4.0;;7.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;3.0;0.0;;2.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;3.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;7.0;5.0;;0.0;;0.0;;5.0;;1.0;;0.0;;1.0;;2012;2.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;229.0;5.0;2.18;84.0;36.68;19.0;8.29;24.0;10.48;8.0;3.49;1.0;0.43;9.0;3.93;2012;107.0;2.0;1.8599999999999999;7.0;6.54;9.0;8.41
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;15.0;0.0;;7.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;7.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;4.0;2.0;;0.0;;0.0;;2.0;;1.0;;0.0;;1.0;;2012;3.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;2;BAC ES;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;2;BAC ES;R2;En retard de plus d'un an;2;Femme;Q;Inconnue;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;660.0;419.0;63.48;124.0;18.78;77.0;11.66;496.0;75.15;25.0;3.7800000000000002;8.0;1.21;33.0;5.0;2012;627.0;217.0;34.6;115.0;18.34;332.0;52.95
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;416.0;11.0;2.64;153.0;36.77;15.0;3.6;26.0;6.25;1.0;0.24;1.0;0.24;2.0;0.48;2012;339.0;3.0;0.88;17.0;5.01;20.0;5.89
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;269.0;76.0;28.25;69.0;25.65;24.0;8.92;100.0;37.17;2.0;0.74;2.0;0.74;4.0;1.48;2012;250.0;28.0;11.2;35.0;14.0;63.0;25.2
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;14.0;8.0;;2.0;;0.0;;8.0;;0.0;;0.0;;0.0;;2012;9.0;6.0;;0.0;;6.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;15.0;5.0;;2.0;;2.0;;7.0;;1.0;;0.0;;1.0;;2012;11.0;7.0;;1.0;;8.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;27.0;11.0;;5.0;;2.0;;13.0;;1.0;;0.0;;1.0;;2012;7.0;3.0;;0.0;;3.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;54.0;19.0;35.18;19.0;35.18;10.0;18.51;29.0;53.7;0.0;0.0;0.0;0.0;0.0;0.0;2012;61.0;18.0;29.5;9.0;14.75;27.0;44.26
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;21.0;15.0;;2.0;;2.0;;17.0;;0.0;;0.0;;0.0;;2012;9.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;2.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;;;;;;;;;;;;;;;;2012;3.0;2.0;;0.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;34.0;0.0;0.0;7.0;20.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;58.0;0.0;0.0;1.0;1.72;1.0;1.72
STAPS;STAPS;10;STAPS;10;STAPS;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;1442.0;177.0;12.27;592.0;41.05;145.0;10.05;322.0;22.33;12.0;0.8300000000000001;7.0;0.48;19.0;1.31;2012;1432.0;117.0;8.17;114.0;7.96;231.0;16.13
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;2.0;0.0;;2.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;20.0;7.0;;2.0;;9.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;10.0;1.0;;1.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;32.0;0.0;0.0;0.0;0.0;0.0;0.0
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;38;Sciences économiques;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;6.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;26.0;0.0;;1.0;;1.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;31.0;13.0;41.93;4.0;12.9;2.0;6.45;15.0;48.38;0.0;0.0;0.0;0.0;0.0;0.0;2012;34.0;11.0;32.35;7.0;20.58;18.0;52.94
